    0.960939240455627441E+03    0.489943319559097290E+01    0.401975971460342407E+01    0.495593827962875366E+01    0.727448077119872494E+02   -0.216599556685283905E+28   -0.621460743175560815E+01    1
    0.994769370555877686E+03    0.491604948043823242E+01    0.424823671579360962E+01    0.429680392146110535E+01    0.747507877015397497E+02   -0.187700577094976828E+28   -0.621660743175561681E+01    1
    0.952576828002929688E+03    0.503973168134689331E+01    0.282268947362899780E+01    0.474692794680595398E+01    0.772166179851581376E+02   -0.184344276049405926E+28   -0.621860743175561392E+01    1
    0.964782130718231201E+03    0.427035227417945862E+01    0.278861951828002930E+01    0.426946067810058594E+01    0.802377858849495453E+02   -0.168191095503405223E+28   -0.622060743175561814E+01    1
    0.927086901664733887E+03    0.485838413238525391E+01    0.401538664102554321E+01    0.483641260862350464E+01    0.747146946722684930E+02   -0.153138160552774888E+28   -0.622260743175562414E+01    1
    0.966439557075500488E+03    0.520071509480476379E+01    0.315189594030380249E+01    0.408983743190765381E+01    0.771023649816590080E+02   -0.115742205674332407E+28   -0.622460743175562925E+01    1
    0.943704044818878174E+03    0.499649965763092041E+01    0.454007196426391602E+01    0.425909340381622314E+01    0.743964762173037002E+02   -0.111637683397762501E+28   -0.622660743175562548E+01    1
    0.955061805248260498E+03    0.509927725791931152E+01    0.321118366718292236E+01    0.431750789284706116E+01    0.716407893804801574E+02   -0.989640519956394883E+27   -0.622860743175562526E+01    1
    0.989861035346984863E+03    0.514742702245712280E+01    0.273622864484786987E+01    0.418228620290756226E+01    0.690161661571522416E+02   -0.971304866528032186E+27   -0.623060743175562948E+01    1
    0.979011857509613037E+03    0.432564717531204224E+01    0.483007472753524780E+01    0.430870407819747925E+01    0.640443101952115654E+02   -0.905509014179066408E+27   -0.623260743175562393E+01    1
    0.896840381622314453E+03    0.529048550128936768E+01    0.357869887351989746E+01    0.449246516823768616E+01    0.787500500380995163E+02   -0.797820711390535324E+27   -0.623460743175563081E+01    1
    0.849137759208679199E+03    0.419694504141807556E+01    0.459893089532852173E+01    0.498838764429092407E+01    0.737588052814224824E+02   -0.781324218713799519E+27   -0.623660743175562082E+01    1
    0.862867915630340576E+03    0.497999075055122375E+01    0.402955263853073120E+01    0.457965573668479919E+01    0.790119766971625097E+02   -0.732842441384861634E+27   -0.623860743175562416E+01    1
    0.843630254268646240E+03    0.484375438094139099E+01    0.493021231889724731E+01    0.473364108800888062E+01    0.774678261355359581E+02   -0.693524217461501377E+27   -0.624060743175563726E+01    1
    0.951204717159271240E+03    0.408222562074661255E+01    0.392678058147430420E+01    0.354803255200386047E+01    0.779641528345694752E+02   -0.681076229201289844E+27   -0.624260743175562549E+01    1
    0.956418251991271973E+03    0.480094453692436218E+01    0.244589829444885254E+01    0.381577870249748230E+01    0.742241191250063252E+02   -0.672356223622732673E+27   -0.624460743175562794E+01    1
    0.985133624076843262E+03    0.487845492362976074E+01    0.246638536453247070E+01    0.385945069789886475E+01    0.684623207987268643E+02   -0.668791860353719654E+27   -0.624660743175561439E+01    1
    0.885906660556793213E+03    0.408008727431297302E+01    0.273729437589645386E+01    0.474395418167114258E+01    0.694689777104278505E+02   -0.628446098066576740E+27   -0.624860743175559463E+01    1
    0.959882414340972900E+03    0.451420441269874573E+01    0.386614191532135010E+01    0.341916099190711975E+01    0.754673454157873493E+02   -0.568143253973061533E+27   -0.625060743175561750E+01    1
    0.942419731616973877E+03    0.522935563325881958E+01    0.445192652940750122E+01    0.362266823649406433E+01    0.749980514727125041E+02   -0.556366015296511946E+27   -0.625260743175562173E+01    1
    0.929247260093688965E+03    0.529629087448120117E+01    0.343985539674758911E+01    0.408243694901466370E+01    0.710625533025063874E+02   -0.546068577178320734E+27   -0.625460743175560463E+01    1
    0.819804012775421143E+03    0.490665361285209656E+01    0.394082713127136230E+01    0.461882430315017700E+01    0.792312050696560561E+02   -0.443514472078070912E+27   -0.625660743175562306E+01    1
    0.924784672260284424E+03    0.492125743627548218E+01    0.375008827447891235E+01    0.430095919966697693E+01    0.609064052187520559E+02   -0.397929562687683822E+27   -0.625860743175563883E+01    1
    0.869845700263977051E+03    0.500043758749961853E+01    0.398844957351684570E+01    0.438554909825325012E+01    0.692064047400241833E+02   -0.388388971185857832E+27   -0.626060743175564038E+01    1
    0.827311623096466064E+03    0.411585569381713867E+01    0.276495081186294556E+01    0.451288777589797974E+01    0.762778211920436604E+02   -0.386967069272622238E+27   -0.626260743175563128E+01    1
    0.869038927555084229E+03    0.440749308466911316E+01    0.369762909412384033E+01    0.415304368734359741E+01    0.704355471936237620E+02   -0.360819047144120560E+27   -0.626460743175563195E+01    1
    0.920463776588439941E+03    0.424024161696434021E+01    0.494705998897552490E+01    0.332111713290214539E+01    0.752813288514989694E+02   -0.353132749676323198E+27   -0.626660743175561752E+01    1
    0.816652989387512207E+03    0.487857016921043396E+01    0.498528325557708740E+01    0.452226826548576355E+01    0.743067969264568831E+02   -0.344272984990942722E+27   -0.626860743175560398E+01    1
    0.837598252296447754E+03    0.458048483729362488E+01    0.457326072454452515E+01    0.457077091932296753E+01    0.682516116543727378E+02   -0.342896812839558529E+27   -0.627060743175561264E+01    1
    0.986064064502716064E+03    0.472521764039993286E+01    0.472642505168914795E+01    0.299101471900939941E+01    0.703186741019946595E+02   -0.328664364045942811E+27   -0.627260743175561153E+01    1
    0.915469288825988770E+03    0.481166210770606995E+01    0.312319701910018921E+01    0.382141804695129395E+01    0.679715408182702561E+02   -0.327137111699808904E+27   -0.627460743175562907E+01    1
    0.860903072357177734E+03    0.532586750388145447E+01    0.297615563869476318E+01    0.461388260126113892E+01    0.689654317926207341E+02   -0.316960836085237834E+27   -0.627660743175563507E+01    1
    0.901064252853393555E+03    0.508592414855957031E+01    0.221719330549240112E+01    0.411279311776161194E+01    0.696153273612791992E+02   -0.309144421603028961E+27   -0.627860743175562508E+01    1
    0.971312308311462402E+03    0.437090560793876648E+01    0.281285148859024048E+01    0.355606174468994141E+01    0.618453159200375495E+02   -0.304769547563458685E+27   -0.628060743175561775E+01    1
    0.900178408622741699E+03    0.541886782646179199E+01    0.301217252016067505E+01    0.441296690702438354E+01    0.638234060051784837E+02   -0.292243541531463485E+27   -0.628260743175562553E+01    1
    0.808762538433074951E+03    0.425014826655387878E+01    0.467559629678726196E+01    0.466535982489585876E+01    0.697495023013546955E+02   -0.286276568753286715E+27   -0.628460743175561731E+01    1
    0.872204720973968506E+03    0.457615163922309875E+01    0.342720341682434082E+01    0.384534522891044617E+01    0.709347889205191677E+02   -0.268379004874028165E+27   -0.628660743175561265E+01    1
    0.806693482398986816E+03    0.503125733137130737E+01    0.468537312746047974E+01    0.455004897713661194E+01    0.730993673616399633E+02   -0.262951064756327580E+27   -0.628860743175561243E+01    1
    0.902540111541748047E+03    0.538201123476028442E+01    0.348819309473037720E+01    0.444428303837776184E+01    0.596149114647473652E+02   -0.256470653079910642E+27   -0.629060743175560244E+01    1
    0.880760681629180908E+03    0.537008962035179138E+01    0.368472141027450562E+01    0.407914990186691284E+01    0.675181271957104201E+02   -0.242055057712387923E+27   -0.629260743175560666E+01    1
    0.894892847537994385E+03    0.449047455191612244E+01    0.201820379495620728E+01    0.338101541996002197E+01    0.760845864365209650E+02   -0.221220515460416641E+27   -0.629460743175559845E+01    1
    0.962160360813140869E+03    0.418989861011505127E+01    0.252651494741439819E+01    0.272576007246971130E+01    0.763725494816388562E+02   -0.217659319777957085E+27   -0.629660743175561777E+01    1
    0.886419284343719482E+03    0.480100354552268982E+01    0.208176714181900024E+01    0.395631492137908936E+01    0.669990109760580737E+02   -0.211852117377686642E+27   -0.629860743175561844E+01    1
    0.823680877685546875E+03    0.519748777151107788E+01    0.253667980432510376E+01    0.482154673337936401E+01    0.687519812418217242E+02   -0.209098887347362384E+27   -0.630060743175561555E+01    1
    0.857676339149475098E+03    0.498546084761619568E+01    0.472703105211257935E+01    0.409833547472953796E+01    0.636119306500369888E+02   -0.199643472283792288E+27   -0.630260743175562688E+01    1
    0.796569931507110596E+03    0.404389390349388123E+01    0.318853312730789185E+01    0.461560377478599548E+01    0.691741033644104277E+02   -0.199533013362594882E+27   -0.630460743175560623E+01    1
    0.998790037631988525E+03    0.543909382820129395E+01    0.225185531377792358E+01    0.273502603173255920E+01    0.732760691322402096E+02   -0.195952503408964538E+27   -0.630660743175559624E+01    1
    0.951484096050262451E+03    0.404825794696807861E+01    0.378229391574859619E+01    0.259617155790328979E+01    0.762450764879467044E+02   -0.177079813014794347E+27   -0.630860743175560490E+01    1
    0.861610138416290283E+03    0.478737792372703552E+01    0.350104373693466187E+01    0.376940250396728516E+01    0.678065397275448873E+02   -0.176414929675820907E+27   -0.631060743175560468E+01    1
    0.793934714794158936E+03    0.430276149511337280E+01    0.376625090837478638E+01    0.425753477215766907E+01    0.722197186169480290E+02   -0.171849132508079083E+27   -0.631260743175561778E+01    1
    0.807529902458190918E+03    0.492729723453521729E+01    0.253395700454711914E+01    0.468058136105537415E+01    0.687735329157879960E+02   -0.168458436247006064E+27   -0.631460743175562911E+01    1
    0.920719087123870850E+03    0.436048817634582520E+01    0.268771141767501831E+01    0.308093523979187012E+01    0.687138182763571308E+02   -0.154255540862564722E+27   -0.631660743175561201E+01    1
    0.997346508502960205E+03    0.429991352558135986E+01    0.343542939424514771E+01    0.228832504153251648E+01    0.749684319584555112E+02   -0.146358470197800387E+27   -0.631860743175562067E+01    1
    0.862078952789306641E+03    0.422757729887962341E+01    0.366469174623489380E+01    0.376975145936012268E+01    0.624396955432658558E+02   -0.140870086369976829E+27   -0.632060743175563289E+01    1
    0.785246253013610840E+03    0.470742717385292053E+01    0.454903340339660645E+01    0.449434915184974670E+01    0.667220339996175369E+02   -0.140813294629398190E+27   -0.632260743175561224E+01    1
    0.766970467567443848E+03    0.505728718638420105E+01    0.203700643777847290E+01    0.485378554463386536E+01    0.769862521846689702E+02   -0.136061855470389939E+27   -0.632460743175559870E+01    1
    0.783526277542114258E+03    0.411094734072685242E+01    0.265022826194763184E+01    0.455695110559463501E+01    0.675825371199319562E+02   -0.134701978760519160E+27   -0.632660743175561624E+01    1
    0.993474686145782471E+03    0.452127927541732788E+01    0.403691941499710083E+01    0.252599155902862549E+01    0.661151259111189660E+02   -0.134226974979055921E+27   -0.632860743175563911E+01    1
    0.766230714321136475E+03    0.402570781111717224E+01    0.215985178947448730E+01    0.477727311849594116E+01    0.692964119498475242E+02   -0.133122196302799022E+27   -0.633060743175562202E+01    1
    0.741325259208679199E+03    0.413551047444343567E+01    0.304967999458312988E+01    0.460597330331802368E+01    0.750305078659312557E+02   -0.129867874509864121E+27   -0.633260743175559249E+01    1
    0.930094766616821289E+03    0.406202831864356995E+01    0.333018255233764648E+01    0.294058999419212341E+01    0.658516444238481995E+02   -0.127622066520361561E+27   -0.633460743175558871E+01    1
    0.781120157241821289E+03    0.442793473601341248E+01    0.200160270929336548E+01    0.462926802039146423E+01    0.696608120300165297E+02   -0.127241145135575061E+27   -0.633660743175559649E+01    1
    0.786171579360961914E+03    0.453772738575935364E+01    0.413706827163696289E+01    0.378409323096275330E+01    0.766949316304615252E+02   -0.125570425754047264E+27   -0.633860743175561048E+01    1
    0.953499293327331543E+03    0.540045186877250671E+01    0.338052028417587280E+01    0.270990607142448425E+01    0.695097547429096494E+02   -0.123724599624148244E+27   -0.634060743175563069E+01    1
    0.747813129425048828E+03    0.417027047276496887E+01    0.224110680818557739E+01    0.438973066210746765E+01    0.793924375077814091E+02   -0.122470529102010720E+27   -0.634260743175563579E+01    1
    0.757571077346801758E+03    0.503472176194190979E+01    0.343704694509506226E+01    0.481100779771804810E+01    0.703044322583165524E+02   -0.120660174622944835E+27   -0.634460743175560893E+01    1
    0.803328418731689453E+03    0.525764283537864685E+01    0.377195274829864502E+01    0.403970131278038025E+01    0.740873526289433357E+02   -0.119814590712955691E+27   -0.634660743175560604E+01    1
    0.735483765602111816E+03    0.409195658564567566E+01    0.443924057483673096E+01    0.461975073814392090E+01    0.708038154686653058E+02   -0.116221878671942264E+27   -0.634860743175562181E+01    1
    0.874974262714385986E+03    0.452497240900993347E+01    0.383706086874008179E+01    0.324810445308685303E+01    0.662421521467885555E+02   -0.113053538390238233E+27   -0.635060743175562870E+01    1
    0.783213639259338379E+03    0.547015228867530823E+01    0.255819934606552124E+01    0.487153559923171997E+01    0.723064407420079647E+02   -0.110991519379030244E+27   -0.635260743175563292E+01    1
    0.773095417022705078E+03    0.510549309849739075E+01    0.491600376367568970E+01    0.431788474321365356E+01    0.691095657437155495E+02   -0.108844827866943308E+27   -0.635460743175561582E+01    1
    0.927515625953674316E+03    0.448078390955924988E+01    0.375851631164550781E+01    0.276457270979881287E+01    0.670204890747197339E+02   -0.108660250694488690E+27   -0.635660743175559517E+01    1
    0.767829847335815430E+03    0.451459324359893799E+01    0.362160044908523560E+01    0.454170542955398560E+01    0.660340019380126932E+02   -0.107627895232786812E+27   -0.635860743175559318E+01    1
    0.725944578647613525E+03    0.477865770459175110E+01    0.331236606836318970E+01    0.457901898026466370E+01    0.791115533510779301E+02   -0.103614314543701976E+27   -0.636060743175560539E+01    1
    0.826843845844268799E+03    0.455967518687248230E+01    0.229772984981536865E+01    0.383614900708198547E+01    0.671532550034767013E+02   -0.102613642334426160E+27   -0.636260743175563359E+01    1
    0.972582101821899414E+03    0.441830882430076599E+01    0.374900376796722412E+01    0.229442706704139709E+01    0.706333966375567144E+02   -0.977722666594651473E+26   -0.636460743175564847E+01    1
    0.730980229377746582E+03    0.439907595515251160E+01    0.253598904609680176E+01    0.464845708012580872E+01    0.756950031633934657E+02   -0.967702546565980041E+26   -0.636660743175563049E+01    1
    0.719576835632324219E+03    0.473689177632331848E+01    0.469471848011016846E+01    0.466981631517410278E+01    0.746445323226606092E+02   -0.960248742805652909E+26   -0.636860743175562583E+01    1
    0.782186281681060791E+03    0.464660897850990295E+01    0.331868284940719604E+01    0.381388211250305176E+01    0.746091795756494065E+02   -0.957296423477662014E+26   -0.637060743175562383E+01    1
    0.776593267917633057E+03    0.432896533608436584E+01    0.270948809385299683E+01    0.385088881850242615E+01    0.751463282418711458E+02   -0.933356065857651287E+26   -0.637260743175561917E+01    1
    0.886399900913238525E+03    0.477984789013862610E+01    0.398707324266433716E+01    0.309193712472915649E+01    0.650536174194843824E+02   -0.931315637464339734E+26   -0.637460743175561362E+01    1
    0.826126837730407715E+03    0.411779350042343140E+01    0.229896706342697144E+01    0.328807768225669861E+01    0.749612486405545440E+02   -0.925109633028621012E+26   -0.637660743175561517E+01    1
    0.869692385196685791E+03    0.460081195831298828E+01    0.249202889204025269E+01    0.290384158492088318E+01    0.750844317663159728E+02   -0.924847460581073661E+26   -0.637860743175564071E+01    1
    0.880833709239959717E+03    0.514128467440605164E+01    0.328297871351242065E+01    0.331115487217903137E+01    0.643092040859844332E+02   -0.910427384541409628E+26   -0.638060743175564671E+01    1
    0.900452244281768799E+03    0.404157969355583191E+01    0.451759076118469238E+01    0.253352239727973938E+01    0.738853678936774259E+02   -0.866121599761995207E+26   -0.638260743175563405E+01    1
    0.765434920787811279E+03    0.443879294395446777E+01    0.426201558113098145E+01    0.452756375074386597E+01    0.602347452960976142E+02   -0.783296953900629615E+26   -0.638460743175561074E+01    1
